id,pred
36,0.7
2157,1.0
9385,0.9
14434,1.1
9462,0.8
5773,0.8
11975,1.1
10047,1.2
9595,0.7
12085,0.9
10423,0.8
5353,0.7
1967,0.6
7192,0.7
13483,1.0
8158,1.2
1482,0.8
5833,1.0
5276,0.8
12541,0.9
14694,0.9
11505,0.9
3948,0.8
12175,0.9
108,1.1
2520,1.1
11334,0.8
9535,0.9
9788,0.4
3217,0.8
9102,0.7
8059,0.9
2340,0.8
5727,1.0
13074,1.4
13058,1.1
12524,0.9
13919,0.8
1135,0.6
2266,0.7
13837,0.7
312,0.9
5129,1.0
333,0.9
9710,1.0
4895,1.2
12948,0.9
9748,1.0
10713,0.9
11130,0.9
7685,0.9
14382,0.8
1622,1.2
9747,0.6
6176,1.1
8001,0.8
3843,0.7
5369,0.8
4013,1.1
7189,0.7
6627,0.9
1531,0.9
7872,1.1
7822,0.9
7939,0.9
11694,0.8
12404,0.8
11477,0.9
10036,0.9
8673,1.0
13663,0.8
158,0.9
12270,0.8
4775,0.9
10732,0.8
12761,0.8
11443,0.9
14024,1.1
1456,0.8
15040,0.9
1777,1.0
5176,1.0
10217,0.9
14211,1.0
11805,1.0
1332,0.9
2539,1.0
12008,1.0
219,0.9
3415,1.1
9014,1.0
2606,0.7
3913,1.3
1811,0.9
500,0.7
14528,1.1
3045,0.7
4740,0.7
13532,1.3
5973,1.1
1524,0.8
6710,0.8
10824,0.7
2242,1.0
13571,0.7
14078,0.9
14089,0.8
4511,0.8
14168,0.8
9406,0.8
513,1.2
3346,0.9
8857,0.6
2470,1.0
3497,0.9
13452,0.9
5450,0.8
5340,0.6
10909,0.9
12419,0.7
1393,1.2
14390,0.7
2721,0.9
2093,1.2
8024,1.1
8759,1.1
6275,0.8
6465,0.9
4041,1.0
10700,1.0
11312,1.1
5533,0.8
4905,0.8
3094,0.9
8732,0.9
13789,0.6
4064,0.8
7358,0.8
8580,1.2
926,1.0
13516,0.8
11615,0.8
1630,1.0
6996,1.0
3308,1.3
6713,1.0
9983,0.6
11869,0.8
8366,1.0
13751,0.9
1832,1.1
14756,0.9
10385,0.9
12411,1.3
8478,0.8
6267,0.7
11803,0.8
3744,1.1
10541,0.9
5642,0.8
12459,1.1
2660,0.9
8975,0.8
193,0.7
11779,0.8
5337,0.5
12817,0.6
6310,1.0
10836,0.8
9078,1.0
6272,0.7
14614,1.0
11290,1.1
9887,0.7
8737,0.7
12187,1.1
11445,1.1
4131,1.2
4753,0.9
4485,0.7
7134,1.6
7865,1.1
10276,1.0
8160,0.8
466,0.9
10688,0.9
14681,0.9
14860,1.0
392,0.8
7028,1.0
13586,0.7
10890,0.7
3362,0.7
14593,1.1
3981,1.0
2860,0.9
11826,1.3
5633,1.0
5202,0.9
7501,0.8
3597,0.9
12210,0.9
2685,0.5
881,0.7
11122,0.8
490,0.7
2929,0.9
14696,0.9
11871,0.8
14934,0.9
10955,0.8
14962,1.0
10083,0.9
5673,0.7
83,0.7
7556,0.5
13273,0.5
10149,1.0
11095,0.8
1580,1.2
5083,1.0
6351,1.0
3331,0.8
12975,1.2
6704,1.1
1113,0.6
8619,0.8
11920,1.2
10263,0.8
13812,0.8
6065,1.3
11247,0.8
8377,1.1
2074,0.5
14723,1.0
7992,1.0
8808,0.9
2962,0.8
1657,0.9
13560,0.7
3021,1.3
9941,0.9
10034,1.4
9457,0.9
14097,1.1
13754,1.1
13772,0.8
4262,0.9
5189,1.0
5570,1.1
3436,0.9
928,0.8
1405,0.8
13207,0.6
15083,0.6
13003,1.0
4221,1.0
1499,0.8
8596,1.0
13164,0.8
1339,0.9
3959,0.8
2681,0.7
13815,0.8
5676,0.7
3574,1.1
6393,0.8
10186,0.9
14989,0.7
3782,0.8
6459,0.7
9152,0.9
11400,0.8
2131,0.8
14297,0.7
406,1.2
10708,1.2
13573,1.2
4878,1.2
6334,0.7
3429,1.1
260,0.7
13596,0.6
5822,1.0
3945,0.8
939,1.3
10703,0.9
7089,0.7
3477,0.7
10673,1.1
11878,0.9
12956,1.1
6104,0.8
11058,0.9
2223,0.9
3330,0.7
13253,1.1
669,0.8
6371,0.9
14171,0.6
14413,0.8
13262,1.2
2615,0.8
995,0.8
10850,1.1
2851,0.9
1629,0.8
7835,0.9
2145,0.8
986,1.1
7306,0.7
11757,0.9
9695,1.0
5442,1.0
2944,0.7
2100,1.0
13248,0.9
12555,1.0
10544,1.0
1577,1.0
12799,1.2
11618,0.8
14678,1.2
3607,0.7
14227,0.8
14038,1.0
6453,0.9
9587,0.8
6649,0.6
5279,1.0
2998,1.0
13283,0.8
13485,0.8
9960,0.9
4168,0.8
10669,0.6
5304,0.9
2115,0.9
2534,0.9
6361,0.8
9021,1.0
1002,0.9
12908,0.8
1009,0.8
3049,1.0
1081,0.7
6842,1.1
7592,1.1
4436,1.0
9583,0.9
4901,0.8
13597,0.8
12886,1.0
2940,0.9
1262,1.0
13643,0.8
7221,1.2
2768,0.7
416,0.9
9092,0.9
10993,0.8
3779,0.8
9031,1.2
5602,0.9
8210,0.9
12432,1.0
8045,0.7
652,0.8
7640,0.9
3469,0.9
4263,0.9
2060,0.8
10832,0.8
4099,0.9
2118,0.8
3620,0.8
6287,0.8
5953,0.9
1879,0.9
118,1.0
10449,0.8
6664,0.7
12362,1.1
8831,0.8
11933,0.7
14306,1.1
1653,0.8
6410,0.9
13620,0.8
9262,0.9
7256,0.9
11376,1.1
12251,1.3
14294,1.0
2346,0.7
6375,1.3
15042,0.9
9290,0.6
11836,0.7
9395,0.8
1694,0.9
13773,1.1
1536,1.3
11644,0.6
12589,0.9
8241,1.0
4487,0.9
13077,1.0
3540,0.8
417,1.1
8370,0.8
6009,1.0
